year,selling_price,km_driven,fuel,seller_type,transmission,owner,selling_price
2011,351750.0,70000,1,0,1,0,351750.0
1999,40200.0,35000,0,0,0,1,40200.0
2010,120600.0,100000,1,0,0,1,120600.0
2015,318250.0,110000,1,0,0,0,318250.0
2010,254600.00000000003,195000,1,0,1,1,254600.00000000003
2015,190950.0,46000,0,0,0,1,190950.0
2008,61104.00000000001,60000,0,0,0,1,61104.00000000001
2017,167500.0,46000,0,0,0,0,167500.0
2015,268000.0,42000,1,0,0,0,268000.0
2006,107200.0,90000,0,0,1,1,107200.0
2012,435500.0,85000,1,0,0,1,435500.0
2012,274699.33,120000,1,0,0,2,274699.33
2013,284750.0,72000,1,0,0,0,284750.0
2013,167500.0,71000,2,0,0,1,167500.0
2009,134000.0,110000,0,0,0,3,134000.0
2013,167500.0,71000,2,0,0,1,167500.0
2010,87100.0,144000,1,0,0,3,87100.0
2017,174200.0,30000,0,1,0,0,174200.0
2007,103850.0,65000,0,1,0,0,103850.0
2015,301500.0,38000,1,0,0,0,301500.0
2012,147400.0,90000,0,0,0,1,147400.0
2018,435500.0,37000,1,1,0,0,435500.0
2018,190950.0,30000,0,1,0,0,190950.0
2018,485750.0,26000,0,1,1,0,485750.0
2016,418750.0,30000,0,1,0,0,418750.0
2016,368500.0,23000,0,1,0,0,368500.0
2012,160800.0,40000,0,1,0,0,160800.0
2014,402000.0,27000,1,1,0,0,402000.0
2012,234500.0,65000,1,1,0,0,234500.0
2015,164150.0,32000,0,1,0,0,164150.0
2016,402000.0,56000,1,1,0,0,402000.0
2017,1608000.0,30000,1,0,1,0,1608000.0
2014,415400.0,80000,1,1,0,0,415400.0
2014,264650.0,52000,0,1,0,1,264650.0
2014,425450.0,13250,0,1,0,0,425450.0
2011,120600.0,36000,0,1,0,0,120600.0
2015,324949.33,73000,1,1,0,1,324949.33
2004,73700.0,60000,0,0,0,0,73700.0
2006,100500.0,60000,0,0,0,1,100500.0
2012,268000.0,110000,1,0,0,0,268000.0
2012,134000.0,70000,1,0,0,1,134000.0
2013,202340.0,60000,1,0,0,1,202340.0
2011,144050.0,90000,1,0,0,3,144050.0
2004,103850.0,80000,0,0,0,1,103850.0
2014,670000.0,101000,1,0,0,1,670000.0
2018,368500.0,44000,1,0,0,0,368500.0
2006,134000.0,45000,0,0,0,0,134000.0
2017,502500.00000000006,120000,1,0,0,0,502500.00000000006
2005,60300.0,90000,0,0,0,1,60300.0
2007,53600.0,120000,0,0,0,1,53600.0
2013,154099.33000000002,13500,0,0,0,0,154099.33000000002
2017,234500.0,10000,0,0,0,0,234500.0
2015,217750.0,25000,0,0,0,2,217750.0
2018,301500.0,8500,0,0,0,0,301500.0
2012,167500.0,120000,1,0,0,0,167500.0
2012,150750.0,120000,1,0,0,0,150750.0
2009,100500.0,90246,0,0,0,2,100500.0
2008,73700.0,90000,0,0,0,1,73700.0
2010,100500.0,40000,0,0,0,1,100500.0
2000,110550.0,60000,0,0,0,3,110550.0
2017,408700.0,32000,1,0,0,1,408700.0
2013,113900.0,60400,1,0,0,0,113900.0
2008,100500.0,70950,1,0,0,1,100500.0
2013,201000.0,90000,1,0,0,0,201000.0
2015,251250.00000000003,72000,1,0,0,0,251250.00000000003
2013,261300.00000000003,90000,1,0,0,0,261300.00000000003
2017,402000.0,10000,0,0,0,0,402000.0
2014,137349.33000000002,25000,0,0,0,1,137349.33000000002
2009,180900.0,80000,1,0,0,1,180900.0
2017,251250.00000000003,10000,0,0,0,0,251250.00000000003
2020,469000.0,1100,0,0,0,0,469000.0
2017,304850.0,40000,0,0,0,0,304850.0
2017,251250.00000000003,10000,0,0,0,0,251250.00000000003
2014,228470.0,31491,0,0,0,0,228470.0
2014,134000.0,107143,1,0,0,1,134000.0
2017,301500.0,15000,0,0,1,0,301500.0
2012,113900.0,50000,0,0,0,1,113900.0
2017,1273000.0,100000,1,0,0,0,1273000.0
2016,335000.0,60000,1,0,0,0,335000.0
2016,549399.3300000001,85000,1,0,0,0,549399.3300000001
2014,235170.0,40000,0,0,0,1,235170.0
2011,130650.00000000001,80000,0,0,0,1,130650.00000000001
2008,167500.0,82000,1,0,0,1,167500.0
2008,80400.0,70000,0,0,0,1,80400.0
2009,120600.0,70000,0,0,0,2,120600.0
2016,288100.0,20000,1,0,0,0,288100.0
2012,50250.0,35000,0,0,0,1,50250.0
2017,502500.00000000006,80000,1,0,0,0,502500.00000000006
2011,40200.0,40000,0,0,0,0,40200.0
2015,1005000.0000000001,46412,1,0,0,0,1005000.0000000001
2011,261300.00000000003,150000,1,0,0,3,261300.00000000003
2016,422100.0,50000,1,0,0,0,422100.0
2018,726950.0,15000,1,0,0,0,726950.0
2012,127300.00000000001,60000,0,0,0,1,127300.00000000001
2018,368500.0,25000,0,0,1,0,368500.0
2012,134000.0,90000,0,0,0,2,134000.0
2011,110550.0,60000,0,0,0,0,110550.0
2013,174200.0,65000,1,0,0,0,174200.0
2011,101170.0,40000,0,0,0,0,101170.0
2018,522600.00000000006,50000,1,0,0,0,522600.00000000006
2012,117250.0,80000,1,0,0,2,117250.0
2010,113900.0,107500,1,1,0,0,113900.0
2013,140700.0,135000,1,1,0,1,140700.0
2007,60300.0,43826,0,1,0,1,60300.0
2016,358450.0,55838,0,1,0,0,358450.0
2007,130650.00000000001,112880,1,1,0,0,130650.00000000001
2011,93800.0,90000,1,0,0,2,93800.0
2012,234500.0,40000,0,0,0,0,234500.0
2013,284750.0,66000,0,0,0,0,284750.0
2017,201000.0,30300,0,0,0,0,201000.0
2013,227800.0,85000,1,0,0,1,227800.0
2009,167500.0,80659,0,1,0,0,167500.0
2008,113900.0,81324,0,1,0,0,113900.0
2013,211050.0,127884,1,1,0,0,211050.0
2015,134000.0,50000,0,0,0,0,134000.0
2016,201000.0,25000,0,0,0,0,201000.0
2015,201000.0,66755,1,1,0,0,201000.0
2013,254600.00000000003,123084,0,1,0,0,254600.00000000003
2009,167500.0,806599,0,1,0,0,167500.0
2013,207700.0,95851,1,1,0,0,207700.0
2010,174200.0,50000,0,0,0,0,174200.0
2008,100500.0,50000,0,0,0,1,100500.0
2006,56950.0,60000,0,0,0,1,56950.0
2015,187600.0,15000,0,0,0,1,187600.0
2016,569500.0,40000,1,0,0,0,569500.0
2017,251250.00000000003,20000,0,0,0,1,251250.00000000003
2006,83750.0,120000,1,0,0,2,83750.0
2012,167500.0,110000,1,0,0,0,167500.0
2014,479050.0,234000,1,0,0,0,479050.0
2011,147400.0,70000,1,0,0,0,147400.0
2010,73700.0,110000,1,0,0,1,73700.0
2007,100500.0,84000,0,0,0,1,100500.0
2012,201000.0,170000,1,0,0,0,201000.0
2017,147400.0,40000,0,0,0,0,147400.0
2006,50250.0,96000,0,0,0,1,50250.0
2009,67000.0,20000,1,0,0,0,67000.0
2016,254600.00000000003,15000,0,0,0,0,254600.00000000003
2007,67000.0,50000,0,0,0,0,67000.0
2010,321600.0,80000,0,0,0,1,321600.0
2012,201000.0,124000,1,0,0,0,201000.0
2013,127300.00000000001,70000,1,0,0,0,127300.00000000001
2012,127300.00000000001,130000,1,0,0,1,127300.00000000001
2017,435500.0,19014,0,1,0,0,435500.0
2009,201000.0,23262,0,1,0,0,201000.0
2016,469000.0,29600,1,1,0,0,469000.0
2015,207700.0,35925,0,1,0,0,207700.0
2018,335000.0,12000,0,0,0,0,335000.0
2013,278050.0,40771,0,1,0,0,278050.0
2015,264650.0,30500,0,1,1,1,264650.0
2014,288100.0,42000,0,1,0,1,288100.0
2007,144050.0,55800,0,1,0,1,144050.0
2014,368500.0,66569,1,1,0,0,368500.0
2014,278050.0,81358,1,1,0,0,278050.0
2015,301500.0,82695,1,1,0,0,301500.0
2014,190950.0,68293,1,1,0,1,190950.0
2016,388600.0,32000,0,1,1,0,388600.0
2014,201000.0,190621,1,1,0,0,201000.0
2018,804000.0,60000,1,0,0,0,804000.0
2006,52260.0,64700,0,0,0,0,52260.0
2002,43550.0,100000,0,0,0,1,43550.0
2016,268000.0,88470,1,0,0,0,268000.0
2016,569500.0,75000,1,0,0,0,569500.0
2013,301500.0,120000,1,0,0,1,301500.0
2012,1675000.0,35000,1,0,1,0,1675000.0
2017,522600.00000000006,70000,1,0,0,0,522600.00000000006
2017,2144000.0,57000,1,0,1,0,2144000.0
2020,234500.0,1000,0,0,0,0,234500.0
2013,190950.0,120000,1,0,0,1,190950.0
2015,351750.0,98000,1,1,0,0,351750.0
2014,368500.0,90000,1,1,0,1,368500.0
2018,388600.0,70000,1,0,0,0,388600.0
2013,50250.0,25000,0,0,0,2,50250.0
2009,123950.00000000001,60000,1,0,0,2,123950.00000000001
2007,73700.0,90000,0,0,0,3,73700.0
2004,120600.0,200000,0,0,0,1,120600.0
2010,234500.0,110000,1,0,0,1,234500.0
2005,40200.0,126000,0,0,0,1,40200.0
2018,465650.0,70000,1,0,0,0,465650.0
2019,1809000.0,5000,1,0,1,0,1809000.0
2007,90450.0,74183,0,0,0,1,90450.0
2015,428800.0,70000,1,0,0,1,428800.0
2014,107200.0,90000,0,0,0,0,107200.0
2004,53600.0,46000,0,0,0,1,53600.0
2013,227800.0,110000,1,0,0,1,227800.0
2012,73700.0,80000,1,0,0,1,73700.0
2013,167500.0,90000,1,0,0,1,167500.0
2017,871000.0,70000,1,0,0,0,871000.0
2014,167500.0,1,1,0,0,1,167500.0
2009,301500.0,192000,1,0,0,0,301500.0
2013,160800.0,70000,0,0,0,3,160800.0
2007,150750.0,120000,1,0,0,1,150750.0
2015,184250.0,60000,0,0,0,1,184250.0
2012,214400.0,120000,1,0,0,1,214400.0
2008,50250.0,120000,0,0,0,0,50250.0
2007,56950.0,50000,0,0,0,1,56950.0
2009,60300.0,120000,1,0,0,0,60300.0
2007,56950.0,80000,0,0,0,1,56950.0
2008,234500.0,80000,1,0,0,1,234500.0
2009,237850.0,100000,1,0,1,1,237850.0
2020,414730.0,1500,0,0,0,0,414730.0
2018,1139000.0,50000,1,0,0,0,1139000.0
2006,36850.0,100000,1,0,0,1,36850.0
2006,63650.00000000001,83411,0,0,0,0,63650.00000000001
2011,201000.0,120000,1,0,0,1,201000.0
2006,54270.0,83411,0,0,0,0,54270.0
2015,670000.0,80000,1,0,1,1,670000.0
2019,619750.0,50000,1,0,0,0,619750.0
2015,301500.0,40000,1,0,0,0,301500.0
2014,402000.0,13270,1,0,0,0,402000.0
2006,56950.0,100000,0,0,1,2,56950.0
2016,469000.0,50000,1,0,0,0,469000.0
2017,325620.0,26500,0,0,0,0,325620.0
2013,268000.0,90000,1,0,0,0,268000.0
2008,80400.0,100000,0,0,0,2,80400.0
2018,184250.0,35000,0,0,0,0,184250.0
2016,388600.0,57000,1,0,0,0,388600.0
2015,251250.00000000003,70000,0,0,0,0,251250.00000000003
2015,154099.33000000002,100000,0,0,0,2,154099.33000000002
2010,73700.0,88000,0,0,0,1,73700.0
2017,402000.0,60000,1,0,0,0,402000.0
2009,80400.0,76000,0,0,0,1,80400.0
2010,134000.0,100000,1,0,0,1,134000.0
2012,301500.0,110000,1,0,0,1,301500.0
2012,368500.0,80000,1,0,0,1,368500.0
2012,147400.0,80000,0,0,0,1,147400.0
2001,26800.0,30000,0,0,0,0,26800.0
2017,201000.0,20000,0,0,1,0,201000.0
2018,422100.0,40000,1,0,0,0,422100.0
2017,408700.0,40000,1,0,0,1,408700.0
2019,442200.0,7000,0,0,0,1,442200.0
2012,147400.0,80000,3,0,0,1,147400.0
2011,92460.0,90000,1,0,0,1,92460.0
2013,140700.0,13770,1,0,0,0,140700.0
2005,83750.0,34000,0,1,0,0,83750.0
2008,83750.0,102000,0,1,0,0,83750.0
2014,485750.0,110000,1,0,0,0,485750.0
2011,113900.0,90000,0,0,0,1,113900.0
2015,804000.0,70000,1,0,0,2,804000.0
2003,46900.0,90000,0,0,0,1,46900.0
2007,67000.0,70000,0,0,0,1,67000.0
2006,201000.0,80000,0,0,0,1,201000.0
2013,301500.0,100000,1,0,0,1,301500.0
2015,355100.0,100000,1,0,0,0,355100.0
2007,67000.0,143000,0,0,0,2,67000.0
2010,234500.0,115000,0,0,0,1,234500.0
2011,110550.0,100000,1,0,0,1,110550.0
2019,318250.0,120000,1,0,0,1,318250.0
2013,234500.0,42000,1,0,0,0,234500.0
2016,154099.33000000002,38000,0,0,0,0,154099.33000000002
2018,536000.0,35000,1,0,0,0,536000.0
2014,318250.0,120000,1,0,0,1,318250.0
2014,284750.0,136906,1,0,0,0,284750.0
2015,442200.0,97000,1,0,0,1,442200.0
2019,408700.0,10000,0,0,1,0,408700.0
2013,160800.0,50000,0,0,0,2,160800.0
2005,46900.0,60000,0,0,0,1,46900.0
2011,368500.0,120000,1,0,0,0,368500.0
2010,67000.0,120000,0,0,0,1,67000.0
2010,234500.0,90000,1,0,0,1,234500.0
2013,134000.0,120000,0,0,0,0,134000.0
2019,482400.0,3000,0,0,1,0,482400.0
2014,234500.0,133000,1,0,0,0,234500.0
2016,268000.0,25000,0,0,0,0,268000.0
2017,381900.0,35000,0,0,0,0,381900.0
2015,87100.0,70000,0,0,0,0,87100.0
2016,140700.0,52000,0,0,0,0,140700.0
2018,536000.0,52000,1,0,0,0,536000.0
2017,469000.0,39000,1,0,0,0,469000.0
2011,134000.0,28689,1,0,0,0,134000.0
2014,331650.0,90000,1,0,0,1,331650.0
2014,217750.0,80322,1,1,0,0,217750.0
2019,435500.0,8000,0,0,0,0,435500.0
2000,103850.0,50000,1,0,0,1,103850.0
2007,50250.0,90000,0,0,0,1,50250.0
2015,234500.0,61658,1,1,0,0,234500.0
2010,60300.0,50000,0,0,0,2,60300.0
2016,402000.0,80000,1,0,0,0,402000.0
2010,268000.0,185000,1,0,0,0,268000.0
2014,247900.00000000003,57000,1,0,0,1,247900.00000000003
2000,33500.0,60000,0,0,0,0,33500.0
2004,83750.0,120000,0,0,0,1,83750.0
2018,1206000.0,26000,1,0,1,0,1206000.0
2019,435500.0,20000,0,0,1,0,435500.0
2017,536000.0,30600,0,0,1,0,536000.0
2020,537340.0,5000,0,0,0,0,537340.0
2015,1541000.0,35000,1,0,1,2,1541000.0
2016,288100.0,35000,1,0,0,0,288100.0
2017,435500.0,23000,0,0,0,0,435500.0
2004,113900.0,120000,1,0,0,0,113900.0
2011,301500.0,235000,1,0,1,0,301500.0
2013,167500.0,87000,0,0,0,0,167500.0
2014,368500.0,72000,0,0,0,1,368500.0
2013,1340000.0,64000,1,0,1,1,1340000.0
2007,93800.0,100000,0,0,0,1,93800.0
2012,103850.0,12000,0,0,0,0,103850.0
2010,80400.0,67000,0,0,0,2,80400.0
2012,192290.0,70000,1,0,0,0,192290.0
2016,452250.0,60000,1,0,0,0,452250.0
2011,157450.0,74500,0,0,0,1,157450.0
2011,201000.0,118700,1,0,0,1,201000.0
2015,291449.33,40000,0,0,1,1,291449.33
2004,150750.0,223660,1,0,1,2,150750.0
2006,107200.0,140000,0,0,0,1,107200.0
2020,402000.0,5000,0,0,0,0,402000.0
2016,314900.0,100000,1,0,0,1,314900.0
2011,201000.0,100000,0,0,0,1,201000.0
2018,402000.0,2000,0,0,0,0,402000.0
2020,428800.0,4000,0,0,1,0,428800.0
2006,33500.0,120000,1,0,0,3,33500.0
2015,402000.0,35000,0,0,0,0,402000.0
2014,194300.0,29000,3,0,0,0,194300.0
2015,402000.0,30000,0,0,0,0,402000.0
2012,127300.00000000001,120000,1,0,0,0,127300.00000000001
2008,107200.0,110000,0,0,0,2,107200.0
2017,217750.0,15000,0,0,0,0,217750.0
2006,134000.0,73756,1,0,0,0,134000.0
2018,1876000.0,40000,1,0,1,0,1876000.0
2011,83750.0,60000,0,0,0,2,83750.0
2008,103850.0,60000,0,0,0,3,103850.0
2015,368500.0,90000,1,0,0,0,368500.0
2009,87100.0,70000,0,0,0,3,87100.0
2002,53600.0,70000,0,0,0,1,53600.0
2015,335000.0,80000,1,0,0,1,335000.0
2019,167500.0,27000,0,0,0,0,167500.0
2012,388600.0,70000,1,0,0,0,388600.0
2002,40200.0,50000,0,0,0,0,40200.0
2012,201000.0,185000,1,0,0,0,201000.0
2014,134000.0,90000,1,0,0,1,134000.0
2017,804000.0,16400,1,0,0,0,804000.0
2015,234500.0,80000,1,0,0,1,234500.0
2012,402000.0,80000,1,0,0,1,402000.0
2019,435500.0,4000,0,0,0,0,435500.0
2008,80400.0,40000,0,0,0,0,80400.0
2010,120600.0,120000,1,0,0,1,120600.0
2018,636500.0,41395,0,0,1,0,636500.0
2012,168169.33000000002,35000,1,0,0,1,168169.33000000002
2012,257950.00000000003,52000,1,1,0,0,257950.00000000003
2009,837500.0,47000,1,1,1,1,837500.0
2013,110550.0,50000,0,0,0,0,110550.0
2015,469000.0,48000,0,1,0,0,469000.0
2015,502500.00000000006,53000,1,1,0,0,502500.00000000006
2008,60299.33,213000,1,0,0,0,60299.33
2018,194300.0,15000,0,1,1,0,194300.0
2014,30150.0,7000,0,0,0,1,30150.0
2013,452250.0,88000,1,1,1,0,452250.0
2015,355100.0,55000,1,1,0,0,355100.0
2014,994950.0000000001,48000,1,1,1,0,994950.0000000001
2014,217750.0,71014,1,1,0,0,217750.0
2015,268000.0,60000,1,1,0,0,268000.0
2017,254600.00000000003,71000,1,1,0,0,254600.00000000003
2016,502500.00000000006,45000,0,1,1,0,502500.00000000006
2017,261300.00000000003,45000,0,1,0,0,261300.00000000003
2009,73700.0,20000,0,0,0,0,73700.0
2019,1222750.0,14000,1,1,0,0,1222750.0
2019,2181520.0,17000,1,1,1,0,2181520.0
2015,247900.00000000003,60000,1,1,0,0,247900.00000000003
2013,140700.0,80000,1,0,0,1,140700.0
2007,117250.0,181000,1,0,0,3,117250.0
2012,385250.0,89550,1,0,0,1,385250.0
2010,214400.0,90000,1,0,0,2,214400.0
2010,187600.0,149500,1,0,0,2,187600.0
2013,335000.0,190000,1,0,0,1,335000.0
2013,254600.00000000003,83000,1,1,0,0,254600.00000000003
2005,80400.0,20000,0,0,0,1,80400.0
2018,264650.0,20000,0,0,0,0,264650.0
2010,241200.0,160000,1,0,0,0,241200.0
2015,302170.0,100000,1,0,0,0,302170.0
2010,117250.0,45000,0,0,0,1,117250.0
2009,113900.0,44800,0,0,0,1,113900.0
2006,67000.0,40000,0,0,0,1,67000.0
2014,100500.0,120000,0,0,0,2,100500.0
2011,99830.0,10000,1,0,0,1,99830.0
2011,107200.0,80000,1,0,0,1,107200.0
2018,291449.33,10000,0,0,0,0,291449.33
2014,536000.0,156000,1,0,0,0,536000.0
2010,549399.3300000001,120000,1,0,0,1,549399.3300000001
2007,109210.0,100000,0,0,0,1,109210.0
2001,234500.0,100000,1,0,0,1,234500.0
2006,50250.0,100000,0,0,0,1,50250.0
2012,120600.0,60000,0,0,0,1,120600.0
2017,452250.0,30000,1,0,0,0,452250.0
2013,268000.0,170000,1,0,0,0,268000.0
2013,291449.33,100000,1,0,0,1,291449.33
2006,67000.0,110000,0,0,0,1,67000.0
2015,280730.0,170000,1,0,0,1,280730.0
2009,134000.0,100000,0,0,0,0,134000.0
2014,268000.0,35000,1,0,0,0,268000.0
2018,529300.0,40000,1,0,0,1,529300.0
2015,335000.0,90000,1,0,0,1,335000.0
2012,184250.0,120000,1,0,0,1,184250.0
2012,301500.0,120000,1,0,0,1,301500.0
2020,938000.0,25000,1,1,0,0,938000.0
2015,536000.0,15000,1,0,0,0,536000.0
2014,211050.0,41000,0,1,0,0,211050.0
2019,469000.0,16000,0,0,0,0,469000.0
2016,391950.0,51000,1,1,0,0,391950.0
2014,234500.0,30000,0,0,0,0,234500.0
2014,331650.0,80000,1,1,0,0,331650.0
2017,335000.0,50000,0,0,0,0,335000.0
2013,231150.0,44000,0,1,0,0,231150.0
2015,335000.0,10000,0,0,0,0,335000.0
2016,241200.0,33000,0,1,0,0,241200.0
2010,140700.0,25000,0,0,0,0,140700.0
2014,147400.0,66000,0,1,0,0,147400.0
2009,167500.0,48000,0,0,0,0,167500.0
2016,663300.0,146000,1,1,0,0,663300.0
2013,147400.0,100000,1,0,0,3,147400.0
2012,1206000.0,50000,1,0,1,1,1206000.0
2014,355100.0,50000,0,0,0,0,355100.0
2016,385250.0,50000,1,0,0,0,385250.0
2012,268000.0,99000,1,1,0,0,268000.0
2016,455600.0,50000,1,0,0,0,455600.0
2014,670000.0,80000,1,0,1,0,670000.0
2016,174200.0,45000,0,0,0,1,174200.0
2010,100500.0,50000,0,0,0,1,100500.0
2008,120600.0,70000,0,0,0,2,120600.0
2014,231820.0,37516,1,0,0,0,231820.0
2015,301500.0,20000,1,0,0,0,301500.0
2019,335000.0,5000,0,0,0,0,335000.0
2019,469000.0,8000,1,0,0,0,469000.0
2019,187600.0,25880,0,0,0,0,187600.0
2019,318250.0,10000,0,0,1,0,318250.0
2009,201000.0,50000,1,0,0,0,201000.0
2014,134669.33000000002,40000,0,0,0,0,134669.33000000002
2009,134000.0,100000,1,0,0,2,134000.0
2009,140700.0,80000,0,0,0,1,140700.0
2012,107200.0,110000,1,0,0,0,107200.0
2009,117250.0,136000,1,0,0,1,117250.0
2012,214400.0,80000,1,0,0,0,214400.0
2009,73700.0,50000,0,0,0,1,73700.0
2008,201000.0,30000,0,0,0,0,201000.0
2012,469000.0,10000,0,0,0,0,469000.0
2009,90450.0,90000,1,0,0,3,90450.0
2015,335000.0,110000,1,0,0,0,335000.0
2012,368500.0,120000,1,0,0,1,368500.0
2014,703500.0,90000,1,0,0,2,703500.0
2016,335000.0,20000,0,0,0,0,335000.0
2011,120600.0,90000,1,0,0,1,120600.0
2010,113900.0,50000,0,0,0,1,113900.0
2019,324949.33,9000,0,0,0,0,324949.33
2011,100500.0,70000,0,0,0,1,100500.0
2018,254600.00000000003,25000,0,0,0,0,254600.00000000003
2019,321600.0,10000,0,0,0,0,321600.0
2009,90450.0,90000,1,0,0,3,90450.0
2011,194300.0,60000,1,0,0,1,194300.0
2013,234500.0,70000,0,0,0,0,234500.0
2014,73700.0,25000,0,0,0,0,73700.0
2003,46900.0,80000,0,0,0,2,46900.0
2011,201000.0,70000,0,0,1,2,201000.0
2017,120600.0,60000,0,0,0,0,120600.0
2020,201000.0,20000,0,0,0,0,201000.0
2017,341030.0,60000,0,0,0,0,341030.0
2016,435500.0,80000,1,0,0,0,435500.0
2015,301500.0,70000,1,0,0,2,301500.0
1999,113900.0,2020,1,0,0,1,113900.0
2007,140700.0,100000,1,0,0,1,140700.0
2013,241200.0,80000,1,0,0,1,241200.0
2011,331650.0,120000,1,0,0,1,331650.0
2006,70350.0,100000,0,0,0,2,70350.0
2010,180900.0,60000,0,0,0,2,180900.0
2010,87100.0,110000,0,0,0,0,87100.0
2014,469000.0,90000,1,0,0,1,469000.0
2012,268000.0,40000,1,0,0,0,268000.0
2009,167500.0,60000,0,0,0,1,167500.0
2013,217750.0,94000,1,0,0,1,217750.0
2008,46230.0,100000,0,0,0,0,46230.0
2018,924600.0,25000,1,0,0,0,924600.0
2007,60300.0,90000,0,0,0,0,60300.0
2016,670000.0,40000,1,0,0,0,670000.0
2010,97150.0,90000,2,0,0,1,97150.0
2020,167500.0,1100,0,0,0,3,167500.0
2011,171520.0,70000,1,0,0,2,171520.0
2005,46900.0,120000,1,0,0,0,46900.0
2000,33500.0,88500,0,0,0,3,33500.0
2016,160800.0,70000,0,0,0,1,160800.0
2010,64990.00000000001,128000,0,0,0,0,64990.00000000001
2012,87100.0,120000,1,0,0,0,87100.0
2009,133330.0,52536,0,0,0,0,133330.0
2006,83750.0,70000,0,0,1,0,83750.0
2015,281400.0,60000,1,0,0,0,281400.0
2016,351750.0,110000,1,0,0,0,351750.0
2008,83750.0,85000,0,0,0,0,83750.0
2010,217750.0,135000,1,0,0,0,217750.0
2012,221100.0,86000,1,0,0,3,221100.0
2010,73700.0,50000,0,0,0,0,73700.0
2019,301500.0,1950,0,0,0,0,301500.0
2005,56950.0,118400,0,0,0,0,56950.0
2007,154099.33000000002,70000,0,0,0,1,154099.33000000002
2012,167500.0,60000,0,0,0,1,167500.0
2015,435500.0,68000,1,0,0,0,435500.0
2017,402000.0,46507,1,2,0,0,402000.0
2017,435500.0,6480,0,2,0,0,435500.0
2017,502500.00000000006,32077,1,2,0,0,502500.00000000006
2018,569500.0,19107,0,2,0,0,569500.0
2017,211050.0,18469,0,2,0,0,211050.0
2015,278050.0,28217,0,2,0,0,278050.0
2016,428800.0,72787,1,2,0,0,428800.0
2017,522600.00000000006,31063,0,2,0,0,522600.00000000006
2017,1738650.0,79641,1,2,1,0,1738650.0
2015,569500.0,58692,1,2,0,0,569500.0
2015,603000.0,54784,1,2,0,0,603000.0
2016,770500.0,64156,0,2,0,0,770500.0
2007,50250.0,54000,0,0,0,0,50250.0
2012,144050.0,97000,1,0,0,0,144050.0
2009,87100.0,120000,0,0,1,1,87100.0
2019,268000.0,16000,0,0,1,0,268000.0
2019,368500.0,60000,0,0,1,0,368500.0
2016,164150.0,52000,0,1,0,0,164150.0
2010,214400.0,110000,1,0,0,3,214400.0
2016,489100.00000000006,60000,1,0,1,1,489100.00000000006
2005,80400.0,100000,0,0,0,2,80400.0
2017,636500.0,35000,0,0,0,0,636500.0
2017,234500.0,48000,0,0,0,2,234500.0
2005,67000.0,20000,0,0,0,1,67000.0
2017,234500.0,30000,0,0,0,0,234500.0
2005,53600.0,40000,0,0,0,1,53600.0
2013,247900.00000000003,60000,0,0,0,0,247900.00000000003
2012,107200.0,70000,0,0,0,1,107200.0
2009,87100.0,120000,1,0,0,0,87100.0
2016,167500.0,30000,0,0,0,0,167500.0
2012,180900.0,80000,1,0,0,1,180900.0
2019,1742000.0,9500,1,0,1,0,1742000.0
2013,107200.0,80000,0,0,0,0,107200.0
2016,154099.33000000002,80000,0,0,0,0,154099.33000000002
2017,502500.00000000006,29000,1,0,0,0,502500.00000000006
2011,130650.00000000001,120000,1,0,0,0,130650.00000000001
2015,214400.0,60000,0,0,0,0,214400.0
2018,737000.0,20000,1,0,0,0,737000.0
2016,180900.0,22000,0,0,0,0,180900.0
2012,201000.0,50000,0,0,0,0,201000.0
2012,134000.0,50000,1,0,0,0,134000.0
2007,80400.0,81366,0,0,0,0,80400.0
2006,63650.00000000001,110000,0,0,0,0,63650.00000000001
2013,268000.0,100000,0,0,0,0,268000.0
2006,154099.33000000002,300000,1,0,0,0,154099.33000000002
2016,288100.0,20000,1,0,0,0,288100.0
2012,201000.0,90000,1,0,0,0,201000.0
2013,234500.0,70000,0,0,0,0,234500.0
2013,301500.0,120000,1,0,0,0,301500.0
2016,134000.0,53000,0,0,0,1,134000.0
2017,167500.0,30000,0,0,0,0,167500.0
2012,246560.00000000003,90000,0,0,0,1,246560.00000000003
2012,246560.00000000003,90000,0,0,0,1,246560.00000000003
2014,435500.0,244000,1,0,0,0,435500.0
1997,100500.0,120000,1,0,0,2,100500.0
2012,120600.0,60000,3,0,0,0,120600.0
2017,351750.0,15000,0,0,0,0,351750.0
2005,234500.0,150000,1,0,0,1,234500.0
2018,569500.0,30000,1,0,0,1,569500.0
2011,234500.0,312000,1,0,0,2,234500.0
2007,50250.0,54000,0,0,0,0,50250.0
2005,107200.0,67000,0,0,0,0,107200.0
2017,335000.0,40000,1,0,0,0,335000.0
2008,87100.0,100000,0,0,0,0,87100.0
2015,234500.0,100000,1,0,0,1,234500.0
2005,46900.0,80000,0,0,0,0,46900.0
2014,502500.00000000006,145000,1,0,0,1,502500.00000000006
2013,301500.0,53000,1,0,0,0,301500.0
2015,288100.0,73000,1,0,0,2,288100.0
2011,174200.0,90000,1,0,0,2,174200.0
2013,247900.00000000003,80000,1,0,0,2,247900.00000000003
2011,154099.33000000002,100000,2,0,0,0,154099.33000000002
2011,93800.0,90000,1,0,0,2,93800.0
2013,469000.0,200000,1,0,0,0,469000.0
2020,365150.0,7300,0,0,0,0,365150.0
2017,134000.0,30000,0,0,0,0,134000.0
